customer_id,acquisition_campaign_id,acquisition_channel,first_purchase_value,repeat_purchase_count,total_ltv
832,91,Digital-Search,742,9,8761
833,59,OOH,1021,9,4810
834,44,Digital-Social,532,2,992
835,96,Trade-Promo,631,10,3211
836,56,Trade-Promo,136,0,136
837,15,TV,451,10,6831
838,59,OOH,929,10,8589
839,93,In-store,720,9,7749
840,47,OOH,1479,11,10730
841,51,Digital-Search,279,2,855
842,2,Digital-Social,329,0,329
843,25,TV,528,7,6226
844,19,OOH,595,6,5341
845,69,Digital-Social,276,4,2772
846,19,In-store,964,0,964
847,22,Digital-Social,1011,7,5435
848,3,In-store,1298,3,2366
849,38,Trade-Promo,902,0,902
850,2,TV,1391,11,7903
851,54,In-store,1285,9,9367
852,71,Digital-Search,175,7,4088
853,63,Trade-Promo,1310,11,9846
854,87,In-store,574,11,2906
855,68,TV,964,9,5221
856,71,TV,648,10,6418
857,61,TV,1113,9,8412
858,45,In-store,993,0,993
859,37,OOH,493,7,4007
860,57,Digital-Social,1139,3,3392
861,88,Digital-Search,1333,11,10375
862,60,Digital-Social,700,11,10358
863,50,In-store,1478,10,6658
864,61,Digital-Social,1373,3,2690
865,89,OOH,276,10,6716
866,17,Digital-Social,508,2,2048
867,63,TV,951,7,4171
868,31,Digital-Social,1240,0,1240
869,46,Digital-Search,831,10,3951
870,23,Trade-Promo,165,12,2745
871,44,In-store,333,9,3771
872,16,Trade-Promo,558,7,3456
873,44,Digital-Search,195,12,8835
874,35,Digital-Social,1155,9,8670
875,14,OOH,203,7,4529
876,97,TV,316,12,9616
877,79,TV,1251,0,1251
878,14,Digital-Social,1390,1,1750
879,47,Digital-Social,698,11,7320
880,98,Trade-Promo,1120,11,3881
881,20,OOH,844,5,2299
882,16,Digital-Social,999,6,1935
883,32,In-store,799,4,3467
884,22,TV,644,5,5054
885,97,In-store,838,10,9138
886,32,Digital-Social,1184,6,3482
887,18,In-store,946,6,4660
888,67,OOH,840,0,840
889,19,TV,1159,1,1395
890,44,Digital-Search,922,12,4738
891,56,TV,905,12,3149
892,85,OOH,409,9,2290
893,81,OOH,1452,8,5068
894,54,In-store,1494,11,9370
895,39,OOH,742,5,1532
896,36,Trade-Promo,1350,2,3084
897,52,In-store,1418,3,3539
898,80,Trade-Promo,1435,7,7483
899,45,OOH,928,12,5152
900,39,TV,175,8,4111
901,50,OOH,358,8,5982
902,37,Digital-Social,290,8,6010
903,40,Trade-Promo,797,12,10397
904,21,TV,157,12,8581
905,76,Digital-Search,594,12,6126
906,93,In-store,1134,1,2033
907,8,Digital-Search,631,10,7321
908,46,TV,197,12,9989
909,16,In-store,710,9,2105
910,59,Digital-Search,583,12,9523
911,73,OOH,1385,10,8345
912,77,Digital-Social,817,4,2581
913,86,OOH,1273,10,4203
914,92,In-store,1164,11,5597
915,14,Digital-Search,1157,9,4280
916,100,Digital-Search,1030,1,1330
917,92,In-store,943,1,1187
918,8,In-store,366,7,2949
919,58,TV,856,10,7736
920,52,Trade-Promo,1244,8,5676
921,34,Trade-Promo,1121,10,6951
922,57,OOH,1102,11,7438
923,21,Digital-Social,1135,2,2427
924,92,In-store,364,11,7789
925,68,TV,535,7,4973
926,5,OOH,421,8,4645
927,16,Trade-Promo,936,1,1209
928,48,Trade-Promo,693,0,693
929,20,TV,860,4,2992
930,39,Digital-Search,1095,0,1095
931,19,Trade-Promo,963,0,963
932,37,Digital-Social,474,11,7624
933,1,TV,1221,5,2316
934,6,In-store,1085,9,5288
935,73,In-store,791,12,7223
936,61,OOH,1340,2,1922
937,65,OOH,1043,12,8363
938,86,In-store,405,11,5718
939,12,Trade-Promo,1460,9,6581
940,50,Digital-Social,909,5,4424
941,6,OOH,1007,11,5781
942,83,TV,439,11,2364
943,74,OOH,732,8,7212
944,16,OOH,1245,1,1592
945,80,Trade-Promo,1281,12,3729
946,73,Trade-Promo,487,12,8131
947,65,TV,346,10,7286
948,24,TV,663,12,4983
949,32,OOH,1286,7,2938
950,69,Trade-Promo,756,6,5274
951,6,In-store,147,5,3132
952,24,In-store,149,8,3941
953,49,Digital-Search,286,1,537
954,70,Digital-Social,684,2,1358
955,33,TV,415,4,2683
956,87,Digital-Social,220,9,4567
957,24,TV,219,4,2415
958,13,Digital-Search,391,6,3277
959,34,In-store,347,0,347
960,31,Trade-Promo,1300,3,3262
961,66,Trade-Promo,888,1,1313
962,8,Digital-Search,1051,8,5579
963,9,In-store,159,6,4947
964,30,TV,651,8,6651
965,87,TV,604,12,9220
966,84,Digital-Social,723,9,5817
967,58,TV,1402,8,4266
968,19,Digital-Search,1206,2,2008
969,69,In-store,1236,7,2580
970,1,In-store,1371,4,4643
971,22,TV,223,7,3226
972,77,Digital-Search,1492,6,4546
973,81,Digital-Social,1298,8,4802
974,6,Digital-Social,1193,9,3182
975,39,TV,909,11,3934
976,18,OOH,1239,4,3607
977,27,Trade-Promo,1133,12,6833
978,88,Digital-Search,1400,4,4896
979,58,Digital-Search,603,10,5393
980,44,Digital-Social,1041,9,5415
981,3,OOH,373,10,1893
982,78,In-store,108,0,108
983,23,In-store,1238,11,10808
984,63,In-store,1202,1,2016
985,84,TV,1203,0,1203
986,57,OOH,352,5,3027
987,77,Digital-Search,892,2,2618
988,2,TV,1047,5,2782
989,57,TV,553,11,2423
990,98,Digital-Search,1493,11,7169
991,25,TV,1356,10,5956
992,92,Digital-Social,579,7,4226
993,5,Digital-Search,1109,11,10712
994,78,Digital-Social,114,3,2523
995,51,TV,668,9,6626
996,64,Digital-Social,1230,3,3705
997,95,Trade-Promo,1476,10,9146
998,73,Digital-Social,233,9,2762
999,96,TV,360,4,3292
1000,30,Trade-Promo,661,3,3193
1001,3,OOH,1488,8,7720
1002,33,OOH,1247,7,2311
1003,55,OOH,1478,10,3508
1004,42,In-store,933,4,2029
1005,88,Trade-Promo,1055,7,4695
1006,67,TV,559,0,559
1007,54,Trade-Promo,1019,5,1794
1008,51,Digital-Social,785,1,1520
1009,4,OOH,562,11,6975
1010,10,Digital-Social,503,2,1477
1011,40,TV,1382,10,3872
1012,4,In-store,984,12,3072
1013,76,OOH,784,4,2396
1014,14,In-store,588,5,1613
1015,43,Trade-Promo,584,1,1348
1016,80,In-store,295,10,6365
1017,75,TV,275,0,275
1018,49,Digital-Search,233,12,3593
1019,8,In-store,212,4,3312
1020,81,In-store,234,1,1077
1021,8,Trade-Promo,206,4,2366
1022,52,TV,1364,12,8204
1023,30,Trade-Promo,1451,9,2891
1024,59,In-store,1050,12,8106
1025,80,Trade-Promo,307,5,4387
1026,87,TV,1029,8,4917
1027,76,Digital-Social,321,1,483
1028,77,OOH,238,9,3370
1029,74,Digital-Social,1405,8,4701
1030,46,In-store,1085,11,9720
1031,57,Digital-Social,597,2,987
1032,8,Digital-Social,738,9,6102
1033,66,OOH,832,4,3820
1034,70,Digital-Social,401,7,3663
1035,78,Digital-Search,696,5,1486
1036,67,Trade-Promo,1446,10,4426
1037,8,Digital-Social,1138,8,2778
1038,55,Digital-Search,500,3,2915
1039,26,TV,799,3,3298
1040,61,OOH,1057,9,8788
1041,43,Trade-Promo,1259,5,5159
1042,39,In-store,773,2,1287
1043,59,TV,1115,3,1574
1044,82,Digital-Social,571,7,6087
1045,28,Digital-Social,1084,11,6463
1046,95,In-store,520,6,2548
1047,1,Digital-Search,120,1,636
1048,4,Trade-Promo,335,2,1229
1049,57,Digital-Social,1392,9,6054
1050,6,TV,507,3,1827
1051,23,Digital-Social,636,11,4244
1052,44,Trade-Promo,603,2,1303
1053,3,Digital-Social,636,1,807
1054,87,Digital-Social,876,10,3506
1055,44,Digital-Social,724,7,3489
1056,48,Digital-Search,1453,2,2831
1057,80,In-store,233,1,530
1058,17,Digital-Social,492,8,4788
1059,89,Digital-Search,751,9,6052
1060,82,Digital-Social,194,12,9554
1061,76,Digital-Social,1196,4,2404
1062,42,Digital-Social,209,10,4569
1063,17,Trade-Promo,1296,7,3844
1064,94,TV,1063,12,11011
1065,79,TV,442,8,4818
1066,97,OOH,1142,5,4442
1067,67,In-store,466,5,4861
1068,48,Trade-Promo,1089,11,8305
1069,61,Digital-Search,1290,6,6108
1070,75,OOH,174,3,1296
1071,26,In-store,580,6,2818
1072,40,In-store,872,9,3662
1073,48,Digital-Search,1227,1,1514
1074,97,TV,704,7,5471
1075,46,Digital-Social,1295,0,1295
1076,66,Trade-Promo,788,6,4454
1077,60,In-store,937,5,4232
1078,41,Digital-Search,883,0,883
1079,57,Digital-Social,643,10,2913
1080,46,TV,703,8,6103
1081,70,OOH,260,12,5456
1082,30,TV,342,1,860
1083,5,Trade-Promo,510,5,2265
1084,87,Digital-Search,612,4,4008
1085,36,Digital-Social,1337,2,3103
1086,95,Trade-Promo,634,0,634
1087,37,Digital-Search,927,6,5385
1088,97,OOH,124,7,5857
1089,66,Digital-Social,914,3,2060
1090,93,OOH,529,7,3252
1091,67,Trade-Promo,1231,12,8779
1092,93,In-store,797,12,3641
1093,41,Digital-Social,978,12,11346
1094,54,Digital-Social,998,7,6045
1095,4,Digital-Search,384,9,2913
1096,40,OOH,119,7,5887
1097,46,Digital-Search,561,6,4071
1098,88,In-store,1201,4,3133
1099,76,TV,1262,12,3446
1100,18,Digital-Social,776,9,7922
1101,78,Trade-Promo,1275,6,4515
1102,27,In-store,230,8,4590
1103,25,In-store,322,5,3987
1104,58,OOH,723,1,1048
1105,14,OOH,1232,2,1596
1106,89,Trade-Promo,1100,0,1100
1107,26,TV,890,4,2330
1108,30,Digital-Search,1450,8,3218
1109,59,TV,854,8,2142
1110,22,Digital-Search,941,6,2801
1111,15,Digital-Social,1198,6,5032
1112,96,TV,896,3,1745
1113,27,Digital-Search,985,11,10115
1114,61,Digital-Social,1336,9,5539
1115,76,Digital-Social,1129,11,10490
1116,59,Digital-Search,513,0,513
1117,58,TV,917,9,4535
1118,68,Digital-Search,1265,7,5612
1119,60,Trade-Promo,180,11,2853
1120,37,OOH,1034,5,5369
1121,92,Digital-Search,900,9,3861
1122,54,Digital-Social,467,9,8567
1123,56,In-store,887,10,4257
1124,90,Trade-Promo,295,6,5485
1125,6,Digital-Social,423,4,3595
1126,69,Digital-Search,1465,1,2329
1127,93,OOH,544,7,4541
1128,98,Trade-Promo,348,5,1488
1129,97,TV,1133,12,6929
1130,53,In-store,437,4,1885
1131,65,TV,1046,0,1046
1132,82,OOH,1483,11,8325
1133,49,Digital-Search,917,3,2585
1134,5,TV,613,1,1489
1135,18,Digital-Search,1472,11,8347
1136,63,In-store,239,1,950
1137,85,Digital-Social,996,2,2260
1138,36,Digital-Social,449,0,449
1139,13,Digital-Social,702,1,1399
1140,95,In-store,444,1,1281
1141,98,TV,1487,4,2715
1142,57,Digital-Search,464,3,3107
1143,5,OOH,1190,3,2996
1144,90,TV,1400,12,9620
1145,83,OOH,1451,1,2000
1146,89,Digital-Search,1009,0,1009
1147,1,TV,872,12,5144
1148,32,Digital-Search,588,3,1317
1149,3,In-store,157,0,157
1150,25,OOH,1470,1,1845
1151,13,OOH,443,11,3974
1152,6,In-store,1149,1,1633
1153,42,Trade-Promo,1383,3,3750
1154,27,Trade-Promo,909,6,2547
1155,30,Digital-Social,316,5,2721
1156,23,TV,923,10,5653
1157,2,In-store,535,7,3160
1158,9,OOH,670,10,8550
1159,48,TV,237,3,1947
1160,39,Trade-Promo,1123,1,2002
1161,69,Trade-Promo,451,4,1439
1162,77,Digital-Search,1392,11,7409
1163,87,OOH,372,5,2017
1164,82,OOH,751,10,7181
1165,9,Digital-Search,136,9,6877
1166,58,In-store,1146,10,5026
1167,65,Trade-Promo,127,3,640
1168,79,TV,732,3,2496
1169,97,Digital-Social,1369,1,1580
1170,18,Digital-Search,1121,4,2545
1171,20,In-store,518,10,2398
1172,31,OOH,1324,7,4726
1173,18,Digital-Search,750,10,2650
1174,67,In-store,1427,4,2123
1175,30,OOH,778,5,2768
1176,27,Trade-Promo,210,10,4250
1177,88,OOH,555,9,5415
1178,67,Digital-Search,475,7,6033
1179,1,TV,1106,1,1453
1180,7,OOH,389,3,1223
1181,12,Digital-Social,1313,8,4185
1182,31,Trade-Promo,260,6,5612
1183,60,Digital-Search,436,11,4308
1184,32,In-store,461,9,4097
1185,39,Digital-Search,1280,7,6880
1186,26,Digital-Search,1085,1,1603
1187,51,In-store,443,7,4650
1188,55,Trade-Promo,1348,11,7871
1189,98,Digital-Social,1087,0,1087
1190,55,TV,714,9,7014
1191,20,Trade-Promo,459,4,2615
1192,60,Digital-Search,1028,4,3164
1193,72,Trade-Promo,1084,1,1575
1194,18,OOH,1061,3,1985
1195,25,TV,126,8,7302
1196,93,Digital-Search,1106,6,4556
1197,51,OOH,864,6,4770
1198,40,OOH,1304,1,1872
1199,5,TV,888,9,3732
1200,25,In-store,622,12,11290
1201,45,Trade-Promo,1100,10,9650
1202,48,OOH,218,10,5658
1203,55,OOH,605,3,2522
1204,5,Digital-Search,1392,11,10654
1205,4,OOH,1463,10,4473
1206,34,Trade-Promo,1032,10,4032
1207,33,Digital-Social,1333,9,8785
1208,21,TV,339,12,3267
1209,83,OOH,887,6,6125
1210,76,TV,1161,3,2910
1211,22,In-store,617,11,5666
1212,65,Trade-Promo,1448,6,5948
1213,40,OOH,942,12,11682
1214,12,TV,1402,9,5920
1215,19,Digital-Search,529,11,6656
1216,90,Digital-Search,113,2,1419
1217,1,TV,243,12,10599
1218,54,Trade-Promo,953,10,5403
1219,94,In-store,449,2,1515
1220,24,OOH,375,3,2319
1221,24,Trade-Promo,325,7,5435
1222,28,Digital-Social,511,0,511
1223,98,Digital-Social,631,6,4237
1224,81,Trade-Promo,323,10,3523
1225,11,Digital-Search,275,6,1937
1226,36,TV,800,0,800
1227,31,In-store,1093,10,3623
1228,2,TV,644,12,2528
1229,86,Trade-Promo,185,1,551
1230,67,TV,869,9,7007
1231,98,Digital-Search,1095,7,4560
1232,78,In-store,789,5,5029
1233,44,Digital-Search,590,5,4745
1234,52,In-store,1350,0,1350
1235,43,TV,106,7,6161
1236,52,OOH,384,0,384
1237,16,Trade-Promo,672,11,5116
1238,48,In-store,1366,10,9606
1239,61,Trade-Promo,946,10,4366
1240,1,OOH,759,0,759
1241,47,TV,766,10,6806
1242,30,Trade-Promo,1092,6,5754
1243,11,Digital-Search,976,7,6744
1244,90,TV,888,4,3972
1245,25,OOH,393,8,6273
1246,92,Trade-Promo,165,2,1483
1247,12,Digital-Search,1478,8,6502
1248,22,In-store,336,7,6132
1249,70,Digital-Social,598,3,1570
1250,97,OOH,283,1,878
1251,92,TV,428,5,3138
1252,99,Digital-Search,551,11,5094
1253,86,In-store,1473,1,2304
1254,18,Trade-Promo,1397,11,8580
1255,12,OOH,781,3,2998
1256,99,Trade-Promo,232,10,5242
1257,49,OOH,881,10,8951
1258,72,In-store,577,3,1822
1259,15,Digital-Search,279,1,520
1260,44,OOH,1312,3,2116
1261,74,Digital-Search,360,5,3055
1262,74,OOH,103,4,955
1263,76,Trade-Promo,488,6,3986
1264,41,Digital-Search,1491,12,4839
1265,67,OOH,1332,9,4725
1266,14,In-store,118,8,5086
1267,41,Digital-Social,707,3,2690
1268,88,In-store,401,9,4361
1269,19,OOH,1462,12,11890
1270,5,Trade-Promo,755,4,3411
1271,89,TV,660,11,8767
1272,62,OOH,541,7,3677
1273,91,In-store,220,12,6112
1274,20,OOH,531,11,4711
1275,90,OOH,207,12,4203
1276,63,OOH,902,4,4202
1277,21,TV,1222,6,4192
1278,55,OOH,1069,5,3819
1279,51,TV,1181,11,6010
1280,37,OOH,499,11,8320
1281,51,TV,368,5,4088
1282,7,OOH,722,7,6462
1283,21,Trade-Promo,381,7,6415
1284,62,Digital-Search,396,3,1515
1285,96,Digital-Social,1433,0,1433
1286,93,Trade-Promo,308,10,3318
1287,49,In-store,1491,2,1905
1288,13,Digital-Search,1070,2,1476
1289,16,Trade-Promo,1431,5,5216
1290,56,Digital-Social,1384,11,7577
1291,32,TV,343,3,2011
1292,63,Digital-Search,1320,2,2956
1293,96,In-store,1473,10,3883
1294,100,In-store,1431,6,4017
1295,81,OOH,1011,5,1816
1296,16,TV,269,1,919
1297,83,OOH,1143,3,1662
1298,76,Trade-Promo,1272,7,4282
1299,89,OOH,293,12,9377
1300,24,In-store,1091,10,9781
1301,56,Digital-Search,1270,2,1772
1302,42,TV,1200,2,2330
1303,90,TV,906,8,6498
1304,68,In-store,230,8,6214
1305,69,OOH,1434,1,1796
1306,85,TV,470,9,8219
1307,24,TV,1236,7,4533
1308,16,TV,363,9,3612
1309,84,Digital-Social,279,8,3575
1310,97,TV,273,1,941
1311,39,Digital-Search,1214,2,2380
1312,85,TV,608,4,1396
1313,67,Digital-Search,1449,8,6289
1314,18,Trade-Promo,1104,11,6274
1315,67,Digital-Search,1341,8,6717
1316,27,OOH,302,10,2252
1317,31,TV,485,2,1397
1318,28,Digital-Social,1333,8,4301
1319,76,Digital-Search,668,2,2460
1320,80,In-store,252,8,3540
1321,34,In-store,1430,2,2548
1322,59,TV,620,10,6470
1323,89,Digital-Social,1197,3,1863
1324,81,OOH,651,10,9281
1325,83,Digital-Social,862,9,8269
1326,83,Trade-Promo,1338,2,2496
1327,20,Digital-Search,988,6,2044
1328,78,Digital-Social,258,4,1366
1329,69,TV,1500,8,6028
1330,9,Digital-Search,1411,1,1932
1331,43,Digital-Search,399,12,4971
1332,36,TV,300,6,2562
1333,49,TV,352,2,1730
1334,94,Digital-Search,1305,12,9117
1335,13,Trade-Promo,814,11,8899
1336,37,Trade-Promo,655,9,2914
1337,7,Digital-Social,751,12,7327
1338,24,Digital-Search,1488,12,9816
1339,71,Trade-Promo,924,7,6216
1340,17,Digital-Search,119,10,6869
1341,92,Digital-Social,1446,2,2038
1342,49,Trade-Promo,647,0,647
1343,82,Digital-Search,610,10,8340
1344,54,OOH,1037,2,2235
1345,46,In-store,1128,4,2856
1346,55,Trade-Promo,568,4,3768
1347,12,Digital-Search,932,12,6572
1348,12,OOH,262,1,1159
1349,31,TV,438,9,2310
1350,11,OOH,685,8,5917
1351,2,In-store,1486,8,8670
1352,18,In-store,1119,8,7927
1353,87,Trade-Promo,355,6,1339
1354,79,Digital-Social,114,11,6549
1355,90,Trade-Promo,806,3,3287
1356,68,OOH,1347,0,1347
1357,58,Digital-Social,1481,12,9713
1358,29,Digital-Social,253,5,1683
1359,66,Digital-Search,204,6,4146
1360,49,Digital-Social,864,1,1360
1361,87,Digital-Social,1204,12,4444
1362,38,Digital-Search,1089,4,2773
1363,28,TV,1392,9,6369
1364,28,Digital-Search,1416,8,2904
1365,60,Trade-Promo,1099,0,1099
1366,1,Trade-Promo,1042,5,3317
1367,46,TV,110,5,4555
1368,24,In-store,826,0,826
1369,56,In-store,504,1,1195
1370,66,Digital-Social,941,1,1590
1371,1,Digital-Social,1444,4,2968
1372,61,In-store,866,4,2958
1373,55,Digital-Social,1198,12,6298
1374,14,In-store,1444,7,3649
1375,18,Digital-Search,988,0,988
1376,91,Digital-Social,326,3,1649
1377,6,Digital-Social,908,6,3842
1378,5,Digital-Social,1464,3,3384
1379,86,Digital-Search,343,6,4243
1380,71,In-store,1496,11,4576
1381,42,In-store,1127,11,7155
1382,17,TV,320,12,2372
1383,17,Digital-Social,804,8,2108
1384,99,OOH,584,0,584
1385,44,In-store,1322,11,3060
1386,56,In-store,692,4,3280
1387,11,In-store,607,9,3361
1388,94,Trade-Promo,482,3,1793
1389,99,TV,639,11,5072
1390,86,In-store,506,7,6617
1391,14,OOH,1128,9,4143
1392,25,Trade-Promo,1388,10,4408
1393,30,TV,370,6,1504
1394,36,Digital-Social,399,6,1407
1395,79,Digital-Social,286,0,286
1396,53,Trade-Promo,727,11,9505
1397,30,Digital-Social,788,6,4628
1398,8,Trade-Promo,974,10,2994
1399,39,TV,651,5,2836
1400,45,OOH,956,3,2387
1401,7,Digital-Social,183,0,183
1402,85,OOH,758,3,2084
1403,61,Digital-Search,1342,1,1933
1404,24,Digital-Search,1106,5,3566
1405,39,TV,298,10,1928
1406,88,Trade-Promo,366,5,2961
1407,95,Digital-Search,1306,8,7458
1408,48,Digital-Social,1431,4,2891
1409,75,In-store,278,1,561
1410,81,OOH,1332,1,1524
1411,76,OOH,490,3,3103
1412,58,TV,253,8,6517
1413,44,Digital-Search,1071,12,5343
1414,69,OOH,414,0,414
1415,25,In-store,1227,11,5715
1416,98,Trade-Promo,811,5,3856
1417,81,OOH,340,6,1654
1418,62,In-store,1172,8,2548
1419,22,Trade-Promo,661,11,3763
1420,38,TV,1259,0,1259
1421,25,OOH,914,7,6871
1422,69,Trade-Promo,253,2,1449
1423,97,Trade-Promo,886,8,5278
1424,52,Trade-Promo,656,3,1670
1425,1,Digital-Social,1271,3,3539
1426,90,TV,1150,7,5805
1427,91,OOH,1175,4,3015
1428,29,Digital-Search,649,8,2817
1429,22,Digital-Social,193,8,3337
1430,38,TV,1409,2,2277
1431,18,Digital-Search,205,10,4245
1432,27,Trade-Promo,337,0,337
1433,45,OOH,1339,5,3749
1434,11,OOH,1224,4,4780
1435,18,In-store,1352,4,3280
1436,8,OOH,121,5,1991
1437,94,Digital-Search,461,4,1125
1438,69,OOH,1294,1,2183
1439,96,OOH,882,10,5012
1440,81,OOH,1337,8,4225
1441,57,Digital-Social,764,4,2196
1442,75,OOH,909,2,2121
1443,30,OOH,988,5,2493
1444,62,TV,1115,2,2355
1445,24,Digital-Social,486,9,6354
1446,94,Digital-Social,1426,4,2110
1447,40,Digital-Social,463,6,5581
1448,78,Digital-Social,242,2,688
1449,55,Digital-Social,1031,10,6651
1450,13,OOH,1178,2,2966
1451,97,TV,1335,1,1871
1452,50,TV,325,0,325
1453,6,Digital-Social,608,12,3428
1454,35,Digital-Social,1384,9,2851
1455,2,TV,1210,11,6666
1456,91,TV,514,2,1796
1457,98,Trade-Promo,1009,2,1937
1458,43,In-store,416,3,1037
1459,70,OOH,647,10,7707
1460,16,TV,191,1,898
1461,38,TV,1147,6,2917
1462,1,Digital-Social,149,3,1910
1463,50,Digital-Social,823,10,5253
1464,29,OOH,887,10,9707
1465,15,In-store,447,1,826
1466,14,Digital-Search,831,1,1611
1467,43,TV,838,1,1032
1468,78,Digital-Social,464,6,4622
1469,43,Trade-Promo,471,10,6321
1470,20,OOH,717,9,4704
1471,45,TV,655,7,6444
1472,48,Digital-Search,256,12,2080
1473,20,OOH,400,5,1905
1474,50,In-store,1079,1,1344
1475,74,In-store,670,2,1154
1476,42,Digital-Social,472,12,7000
1477,46,Digital-Search,1112,6,4964
1478,89,In-store,1332,12,10944
1479,43,Digital-Social,1439,3,3065
1480,54,Trade-Promo,1118,8,6686
1481,64,Trade-Promo,1198,3,2827
1482,11,Trade-Promo,963,8,6891
1483,100,OOH,549,11,3178
1484,31,Digital-Search,105,3,606
1485,47,Trade-Promo,1070,2,1594
1486,8,Digital-Search,839,12,4343
1487,38,In-store,395,8,5043
1488,32,Digital-Social,559,0,559
1489,16,OOH,393,6,5793
1490,4,OOH,969,5,1994
1491,90,TV,1457,9,3482
1492,62,Trade-Promo,423,0,423
1493,47,Digital-Social,261,3,945
1494,2,Trade-Promo,952,2,1624
1495,61,OOH,386,11,7976
1496,90,Digital-Search,1062,6,6396
1497,44,In-store,1420,11,3213
1498,37,TV,419,0,419
1499,5,Trade-Promo,455,8,2967
1500,2,In-store,967,10,7117
1501,71,OOH,628,9,6595
1502,40,OOH,565,6,2425
1503,35,TV,1168,6,2836
1504,96,Digital-Social,920,9,2783
1505,29,In-store,476,11,8418
1506,78,TV,1059,7,4349
1507,84,OOH,929,6,2837
1508,7,Digital-Search,1424,6,3518
1509,35,TV,313,1,834
1510,78,Digital-Search,157,3,1471
1511,21,Trade-Promo,318,1,684
1512,77,TV,733,3,2875
1513,26,OOH,166,3,1441
1514,11,Trade-Promo,1256,0,1256
1515,62,TV,198,5,1423
1516,40,TV,830,12,6098
1517,51,Trade-Promo,499,5,3249
1518,93,Digital-Search,365,11,9605
1519,13,Digital-Search,934,11,8249
1520,13,Trade-Promo,407,0,407
1521,49,In-store,1300,0,1300
1522,21,Digital-Social,1497,7,3107
1523,81,TV,574,3,3115
1524,84,Digital-Social,429,8,5853
1525,94,Trade-Promo,1434,8,5426
1526,58,Digital-Social,794,4,2866
1527,80,In-store,181,11,9520
1528,50,Digital-Social,527,9,7466
1529,10,Digital-Social,1261,10,7851
1530,13,TV,392,12,5984
1531,71,TV,1121,1,1736
1532,41,Digital-Social,705,2,1143
1533,36,Trade-Promo,844,5,2049
1534,10,Digital-Social,1043,4,3579
1535,33,In-store,1431,2,1983
1536,73,In-store,181,5,2396
1537,52,In-store,1369,10,4189
1538,57,Digital-Search,1149,9,5388
1539,48,TV,1497,6,5505
1540,58,Digital-Search,1497,0,1497
1541,83,TV,601,11,8565
1542,2,Digital-Social,315,4,2451
1543,21,Trade-Promo,917,1,1295
1544,50,In-store,1470,1,1977
1545,60,In-store,1415,8,6423
1546,14,TV,469,11,3329
1547,51,In-store,508,6,3424
1548,9,Digital-Search,801,9,6624
1549,28,OOH,1075,1,1510
1550,59,TV,1216,2,2478
1551,19,OOH,537,5,4192
1552,5,Trade-Promo,878,0,878
1553,56,In-store,537,0,537
1554,3,OOH,966,4,2598
1555,82,Digital-Social,271,2,711
1556,36,In-store,267,4,3783
1557,58,In-store,1174,3,3679
1558,34,Digital-Social,210,1,798
1559,44,Digital-Search,436,3,1957
1560,54,In-store,1073,8,7913
1561,21,OOH,994,5,5289
1562,74,In-store,120,8,6208
1563,26,TV,1467,9,8496
1564,19,Digital-Search,1460,11,11360
1565,41,TV,408,7,2515
1566,64,Digital-Search,332,12,10412
1567,53,Digital-Search,1166,11,2849
1568,58,Digital-Social,1399,7,7027
1569,75,TV,174,3,1200
1570,54,OOH,1218,12,5058
1571,77,In-store,542,5,2362
1572,25,OOH,1281,0,1281
1573,47,TV,718,4,3374
1574,16,OOH,1122,10,7282
1575,53,In-store,820,5,4345
1576,55,Trade-Promo,787,1,1117
1577,59,In-store,864,2,2296
1578,77,Digital-Social,1211,6,4451
1579,37,OOH,1493,6,6287
1580,37,OOH,1370,1,1609
1581,14,TV,1430,0,1430
1582,53,TV,1116,11,9784
1583,70,TV,1397,7,6052
1584,75,TV,1467,4,3787
1585,28,Digital-Social,1031,8,5351
1586,15,Digital-Social,1061,1,1570
1587,60,In-store,1420,11,7525
1588,1,Digital-Search,558,8,4078
1589,35,OOH,641,4,2937
1590,87,Digital-Social,108,6,1206
1591,2,TV,414,12,6810
1592,67,OOH,1328,5,3793
1593,22,Trade-Promo,980,3,3137
1594,51,Digital-Social,1362,10,6882
1595,7,Trade-Promo,978,2,2580
1596,50,OOH,455,6,3305
1597,67,Digital-Social,995,3,1748
1598,91,Digital-Social,1132,1,1928
1599,74,In-store,1384,4,4248
1600,21,Digital-Search,517,1,762
1601,4,In-store,123,10,7693
1602,20,TV,1365,11,9131
1603,11,Trade-Promo,883,0,883
1604,59,OOH,1393,12,7585
1605,24,Digital-Social,1436,3,2798
1606,25,Trade-Promo,602,11,6509
1607,99,Digital-Search,1450,0,1450
1608,11,Digital-Social,1384,0,1384
1609,75,TV,327,7,5647
1610,16,TV,390,4,2062
1611,24,TV,258,7,3898
1612,27,In-store,306,7,1510
1613,53,TV,1096,10,3376
1614,27,OOH,959,6,3785
1615,82,In-store,429,2,1339
1616,2,Digital-Social,1450,9,8614
1617,78,TV,340,5,2865
1618,62,Trade-Promo,1328,8,2568
1619,21,Trade-Promo,621,1,968
1620,78,TV,1197,0,1197
1621,66,Digital-Social,542,5,1877
1622,28,TV,770,2,1520
1623,11,OOH,359,4,2079
1624,62,Digital-Social,288,5,4663
1625,71,OOH,702,7,5301
1626,56,Trade-Promo,919,3,2137
1627,23,Digital-Social,675,6,2205
1628,75,Trade-Promo,738,2,1458
1629,93,In-store,987,7,5068
